Unnamed: 0,序号,零件号,零件名称,车型项目,零件重量(KG),零件尺寸L,零件尺寸W,零件尺寸H,包装等级分类,单车用量,零件质量要求,包装袋情况,干燥剂情况
,99.0,H97A5016002AA,贴片 Φ18,97X-LC-C项目,0.0001,14.0,14.0,2.0,C,10.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,100.0,H97X8403022XA,右翼子板总成,97X-LC-C项目,N,1100.0,210.0,820.0,A,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,防锈袋,有
,101.0,H97C1205007AA,催化器密封垫2,97X-LC-C项目,0.02,124.0,74.0,2.0,C,1.0,1. 核心防护：防老化、防挤压、防变形；2. 材质要求：无裂纹、无异味、无破损；3. 尺寸要求：关键尺寸偏差≤±1.0mm；4. 性能要求：弹性符合设计标准,,
,102.0,H97D1303022AA,PTC1到暖芯水管,97X-LC-C项目,0.27,500.0,160.0,160.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,103.0,HQ1841225L1,六角法兰面螺栓,97X-LC-C项目,0.2,125.0,33.0,33.0,C,1.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,104.0,H97A3550001AB,ESC执行机构托架总成,97X-LC-C项目,0.53,170.0,160.0,160.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,105.0,Q673C24F62,钢带式弹性软管夹箍,97X-LC-C项目,0.008,24.0,24.0,12.0,C,2.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,106.0,H97A8404007AA,加油口盖外板,97X-LC-C项目,0.135,250.0,150.0,60.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,107.0,H97A6207012AA,右后门窗台内密封条总成,97X-LC-C项目,0.132,770.0,32.0,26.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,108.0,HQ140B0626L2LSA,六角头螺栓和平垫圈组合件,97X-LC-C项目,0.0068,44.0,23.0,23.0,C,5.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,109.0,H97D6203007BA,左后门玻璃总成,97X-LC-C项目,4,834.0,654.0,5.0,A,1.0,1. 核心防护：防冲击、防划伤、防破碎；2. 外观要求：无气泡、无划痕、无杂质；,PE袋,无
,110.0,H97X6201166XA,左后门总成,97X-LC-C项目,N,1220.0,350.0,1230.0,A,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,防锈袋,有
,111.0,H97A5515020ABJK05,后背门右侧装饰板总成,97X-LC-C项目,0.305,501.0,274.0,193.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,112.0,Q673C14F62,钢带式弹性软管夹箍,97X-LC-C项目,0.0035,31.0,18.0,12.0,C,3.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,113.0,H97A5533007AB,左后吹足管道后段,97X-LC-C项目,0.135,327.0,236.0,71.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,114.0,H97D7005010ACAE06,右后排座椅靠背总成,97X-LC-C项目,N,770.0,140.0,520.0,B,1.0,1. 核心防护：防污损、防变形、防划伤；2. 结构要求：骨架无变形，面料无破损；3. 功能要求：调节机构灵活，无卡滞；4. 外观要求：面料无污渍，缝线整齐,,
,115.0,H97A5520090ADTE15,右B柱上饰板总成,97X-LC-C项目,0.375,461.0,267.0,83.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,116.0,H97A5512900BCUK02,左后门内饰板合件,97X-LC-C项目,3.497,900.0,698.0,285.0,B,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,117.0,H97A3506005AA,制动管路5号总成,97X-LC-C项目,0.06,420.0,226.0,57.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,118.0,H97A3725001AB,12V电源插座,97X-LC-C项目,0.022,63.0,38.0,32.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,119.0,H97A6205007AA,左后门锁体,97X-LC-C项目,0.405,140.0,110.0,90.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,120.0,6105003-01,A型通孔式嵌装塑料螺母,97X-LC-C项目,0.001,14.0,14.0,9.0,C,2.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,121.0,HQY1401265T10L2QD,带导向六角法兰面螺栓和平垫圈组合件,97X-LC-C项目,0.07,80.0,12.0,12.0,C,12.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,122.0,H97B2309003BA,前连接轴总成,97X-LC-C项目,2.59,330.0,110.0,80.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,防锈袋,无
,123.0,H97A6107027AA,左前门防水膜,97X-LC-C项目,0.043,400.0,280.0,20.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,124.0,H97A2941007AC,左前空气弹簧管路后段,97X-LC-C项目,0.168,1705.0,6.0,6.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,125.0,H56A3504001AB,制动开关,97X-LC-C项目,0.021,72.0,28.0,24.0,C,1.0,1. 核心防护：防油污、防划伤、防锈蚀；2. 性能要求：摩擦系数符合标准，无偏磨；3. 外观要求：表面无油污，无锈蚀；4. 尺寸要求：厚度、直径符合设计要求,,
,126.0,H56D5016063AA,贴片20*24,97X-LC-C项目,0.002,24.0,20.0,2.0,C,10.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,127.0,H97A6309003AA,背门限位器,97X-LC-C项目,0.028,78.0,50.0,24.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,128.0,H97C3506010AA,左前制动软管,97X-LC-C项目,0.13,419.0,17.0,17.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,129.0,H97A7010003AA,后排座椅靠背总成中间支架,97X-LC-C项目,0.682,190.0,120.0,90.0,C,1.0,1. 核心防护：防污损、防变形、防划伤；2. 结构要求：骨架无变形，面料无破损；3. 功能要求：调节机构灵活，无卡滞；4. 外观要求：面料无污渍，缝线整齐,,
,130.0,H97A3506006AA,制动管路6号总成,97X-LC-C项目,0.052,375.0,229.0,140.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,131.0,H97A3716001AD,左后组合灯固定侧,97X-LC-C项目,0.9,405.0,153.0,100.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,132.0,H97C3602800BA,PM2.5传感器,97X-LC-C项目,0.062,100.0,40.0,40.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,133.0,H97E6207018AA,右后门密封条总成,97X-LC-C项目,0.4,3698.0,15.0,20.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,134.0,H97A3711001BG,左前照灯,97X-LC-C项目,4.7,526.0,314.0,290.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,135.0,H97D1303061AA,后电机进水软管,97X-LC-C项目,0.65,360.0,400.0,250.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,136.0,H97X3724121AA,后背门线束总成,97X-LC-C项目,N,1020.0,80.0,50.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,137.0,H97Y8202901AABH08,右外后视镜合件,97X-LC-C项目,1.69,372.0,316.0,217.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,138.0,H97C5013011AA,行李箱地板外隔音垫,97X-LC-C项目,0.3,1083.0,1066.0,167.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,139.0,H97A5006045AD,左前门B柱装饰板总成,97X-LC-C项目,0.202,480.0,200.0,190.0,B,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,140.0,H97X3101055AA,左下裙边装饰件总成,97X-LC-C项目,0,0.0,0.0,0.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,141.0,H97A5533001AA,左后吹足管道前段总成,97X-LC-C项目,0.11,219.0,160.0,119.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,142.0,H97X5501005XBAE01,仪表板总成,97X-LC-C项目,N,1530.0,580.0,640.0,A,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,PE袋,无
,143.0,3741100-RA01,前雨刮电机及支架总成,97X-LC-C项目,2.135,562.0,208.0,140.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,144.0,H97A2941014AD,气泵主储气罐连接管路,97X-LC-C项目,0.044,813.0,277.0,268.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,145.0,H97A2941010AB,右前带支架高度传感器总成,97X-LC-C项目,0.3±0.03,237.0,98.0,56.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,146.0,H97A5006055AB,左后门B柱装饰板总成,97X-LC-C项目,0.211,515.0,115.0,37.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,147.0,H97C3901001AA,拖钩,97X-LC-C项目,0.628,230.0,56.0,28.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,148.0,HQY1851432T10L1,车轮螺栓,97X-LC-C项目,0.1,60.0,30.0,30.0,C,20.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,149.0,H97A3101015AC,左后轮罩挡泥板总成,97X-LC-C项目,1.2425,1330.0,1140.0,1050.0,B,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,150.0,HQ1840612,六角法兰面螺栓,97X-LC-C项目,0.006,12.0,6.0,6.0,C,36.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,151.0,HQ1840616,六角法兰面螺栓,97X-LC-C项目,0.0063,16.0,6.0,6.0,C,13.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,152.0,Q2580825T1F61,内六角花形沉头螺钉,97X-LC-C项目,0.0097,30.0,20.0,20.0,C,10.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,153.0,H97A3602803AA,雨量光照传感器,97X-LC-C项目,0.02,71.0,53.0,23.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,154.0,H97A5525003ABJG08,左遮阳板挂钩,97X-LC-C项目,0.019,54.0,40.0,40.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,155.0,HQ1840816,六角法兰面螺栓,97X-LC-C项目,0.0117,16.0,8.0,8.0,C,24.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,156.0,H97D1303063AA,四通控制阀水管3,97X-LC-C项目,0.1,180.0,80.0,130.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,157.0,HQY140B0818T8L,六角头螺栓和大平垫圈组合件,97X-LC-C项目,0.0202,18.0,8.0,8.0,C,6.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,158.0,H97C3504005AB,制动踏板总成,97X-LC-C项目,2,400.0,240.0,310.0,B,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,159.0,H97A5533002AA,后吹足管道前段总成（右）,97X-LC-C项目,0.13,219.0,160.0,119.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,160.0,H97A5520140ABTE15,右C柱上饰板总成,97X-LC-C项目,0.278,416.0,211.0,92.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,161.0,H97A7010001AA,左后排座椅靠背总成固定锁销,97X-LC-C项目,0.258,100.0,80.0,90.0,C,1.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,162.0,HQY1470612T8X1,十字槽六角头法兰面螺栓,97X-LC-C项目,0.007,20.0,10.0,10.0,C,7.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,163.0,H97D5006187AA,右前车门上装饰条,97X-LC-C项目,0.013,160.0,30.0,5.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,164.0,H97A6309012AA,背门右撑杆上支架总成－带球头销,97X-LC-C项目,0.12,76.0,46.0,33.0,C,1.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
